GPK	Generic	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	Diluent	MinAge	MaxAge	MinWeight	MaxWeight	MinDose	MaxDose	Solutions	MinVol	MaxVol	MinPerc	MaxPerc	MinTime	MaxTime	MinRate	MaxRate	RateUnit	Substance	Unit	Quantities	MinQty	MaxQty	MinConc	MaxConc
187933	c1-esteraseremmer injpdr 500ie	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										c1-esteraseremmer						
187933	c1-esteraseremmer injpdr 500ie	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										c1-esteraseremmer						
186082	cabotegravir injsusp 200mg/ml	suspensie voor injectie	im		ICC			0								NaCl;gluc5;gluc10										cabotegravir						
186082	cabotegravir injsusp 200mg/ml	suspensie voor injectie	im		PICU			0								NaCl;gluc5;gluc10										cabotegravir						
186082	cabotegravir injsusp 200mg/ml	suspensie voor injectie	im		NICU			0								NaCl;gluc5;gluc10										cabotegravir						
13382	calcitonine injvlst 100ie/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										calcitonine						
13382	calcitonine injvlst 100ie/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										calcitonine						
13382	calcitonine injvlst 100ie/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										calcitonine						
13382	calcitonine injvlst 100ie/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										calcitonine						
13382	calcitonine injvlst 100ie/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										calcitonine						
13382	calcitonine injvlst 100ie/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										calcitonine						
126160	calciumgluconaat inj 100mg/ml(0,225mmol ca/ml)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										calciumgluconaat						
126160	calciumgluconaat inj 100mg/ml(0,225mmol ca/ml)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										calciumgluconaat						
126160	calciumgluconaat inj 100mg/ml(0,225mmol ca/ml)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										calciumgluconaat						
126160	calciumgluconaat inj 100mg/ml(0,225mmol ca/ml)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										calciumgluconaat						
126160	calciumgluconaat inj 100mg/ml(0,225mmol ca/ml)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										calciumgluconaat						
126160	calciumgluconaat inj 100mg/ml(0,225mmol ca/ml)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										calciumgluconaat						
158925	cangrelor pdr inj/infopl 50mg	poeder voor injectie/infusieoplossing	iv		ICC			1								NaCl;gluc5;gluc10										cangrelor						
158925	cangrelor pdr inj/infopl 50mg	poeder voor injectie/infusieoplossing	iv		PICU			1								NaCl;gluc5;gluc10										cangrelor						
158925	cangrelor pdr inj/infopl 50mg	poeder voor injectie/infusieoplossing	iv		NICU			1								NaCl;gluc5;gluc10										cangrelor						
177660	caplacizumab injectiepoeder 10mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										caplacizumab						
177660	caplacizumab injectiepoeder 10mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										caplacizumab						
177660	caplacizumab injectiepoeder 10mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										caplacizumab						
125814	carbetocine injvlst 100ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										carbetocine						
125814	carbetocine injvlst 100ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										carbetocine						
125814	carbetocine injvlst 100ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										carbetocine						
118354	caspofungine infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										caspofungine						
118354	caspofungine infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										caspofungine						
118354	caspofungine infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										caspofungine						
118362	caspofungine infusiepoeder 70mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										caspofungine						
118362	caspofungine infusiepoeder 70mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										caspofungine						
118362	caspofungine infusiepoeder 70mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										caspofungine						
16624	cefazoline pdr v injvlst 1000mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										cefazoline						
16624	cefazoline pdr v injvlst 1000mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										cefazoline						
16624	cefazoline pdr v injvlst 1000mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										cefazoline						
16624	cefazoline pdr v injvlst 1000mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										cefazoline						
16624	cefazoline pdr v injvlst 1000mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										cefazoline						
16624	cefazoline pdr v injvlst 1000mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										cefazoline						
38369	cefotaxim injectiepoeder 1000mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										cefotaxim						
38369	cefotaxim injectiepoeder 1000mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										cefotaxim						
38369	cefotaxim injectiepoeder 1000mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										cefotaxim						
38369	cefotaxim injectiepoeder 1000mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										cefotaxim						
38369	cefotaxim injectiepoeder 1000mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										cefotaxim						
38369	cefotaxim injectiepoeder 1000mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										cefotaxim						
53422	ceftazidim injectiepoeder  500mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										ceftazidim						
53422	ceftazidim injectiepoeder  500mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										ceftazidim						
53422	ceftazidim injectiepoeder  500mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										ceftazidim						
53422	ceftazidim injectiepoeder  500mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										ceftazidim						
53422	ceftazidim injectiepoeder  500mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										ceftazidim						
53422	ceftazidim injectiepoeder  500mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										ceftazidim						
53430	ceftazidim injectiepoeder 1000mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										ceftazidim						
53430	ceftazidim injectiepoeder 1000mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										ceftazidim						
53430	ceftazidim injectiepoeder 1000mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										ceftazidim						
53430	ceftazidim injectiepoeder 1000mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										ceftazidim						
53430	ceftazidim injectiepoeder 1000mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										ceftazidim						
53430	ceftazidim injectiepoeder 1000mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										ceftazidim						
53449	ceftazidim injectiepoeder 2000mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										ceftazidim						
53449	ceftazidim injectiepoeder 2000mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										ceftazidim						
53449	ceftazidim injectiepoeder 2000mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										ceftazidim						
172278	ceftazidim/avibactam infusiepoeder 2000/500mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										ceftazidim						
172278	ceftazidim/avibactam infusiepoeder 2000/500mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										ceftazidim						
172278	ceftazidim/avibactam infusiepoeder 2000/500mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										ceftazidim						
51047	ceftriaxon infusiepoeder 2000mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										ceftriaxon						
51047	ceftriaxon infusiepoeder 2000mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										ceftriaxon						
51047	ceftriaxon infusiepoeder 2000mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										ceftriaxon						
119091	ceftriaxon injectiepoeder  500mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										ceftriaxon						
119091	ceftriaxon injectiepoeder  500mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										ceftriaxon						
119091	ceftriaxon injectiepoeder  500mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										ceftriaxon						
119091	ceftriaxon injectiepoeder  500mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										ceftriaxon						
119091	ceftriaxon injectiepoeder  500mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										ceftriaxon						
119091	ceftriaxon injectiepoeder  500mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										ceftriaxon						
117978	ceftriaxon injectiepoeder 1000mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										ceftriaxon						
117978	ceftriaxon injectiepoeder 1000mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										ceftriaxon						
117978	ceftriaxon injectiepoeder 1000mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										ceftriaxon						
117978	ceftriaxon injectiepoeder 1000mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										ceftriaxon						
117978	ceftriaxon injectiepoeder 1000mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										ceftriaxon						
117978	ceftriaxon injectiepoeder 1000mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										ceftriaxon						
22578	cefuroxim injectiepoeder  750mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										cefuroxim						
22578	cefuroxim injectiepoeder  750mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										cefuroxim						
22578	cefuroxim injectiepoeder  750mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										cefuroxim						
22578	cefuroxim injectiepoeder  750mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										cefuroxim						
22578	cefuroxim injectiepoeder  750mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										cefuroxim						
22578	cefuroxim injectiepoeder  750mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										cefuroxim						
22586	cefuroxim injectiepoeder 1500mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										cefuroxim						
22586	cefuroxim injectiepoeder 1500mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										cefuroxim						
22586	cefuroxim injectiepoeder 1500mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										cefuroxim						
22586	cefuroxim injectiepoeder 1500mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										cefuroxim						
22586	cefuroxim injectiepoeder 1500mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										cefuroxim						
22586	cefuroxim injectiepoeder 1500mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										cefuroxim						
45357	ciclosporine infopl conc 50mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										ciclosporine						
45357	ciclosporine infopl conc 50mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										ciclosporine						
45357	ciclosporine infopl conc 50mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										ciclosporine						
167002	ciprofloxacine infvlst 2mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										ciprofloxacine						
167002	ciprofloxacine infvlst 2mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										ciprofloxacine						
167002	ciprofloxacine infvlst 2mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										ciprofloxacine						
1465	clemastine injvlst 1mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										clemastine						
1465	clemastine injvlst 1mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										clemastine						
1465	clemastine injvlst 1mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										clemastine						
1465	clemastine injvlst 1mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										clemastine						
1465	clemastine injvlst 1mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										clemastine						
1465	clemastine injvlst 1mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										clemastine						
14079	clindamycine injvlst 150mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										clindamycine						
14079	clindamycine injvlst 150mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										clindamycine						
14079	clindamycine injvlst 150mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										clindamycine						
14079	clindamycine injvlst 150mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										clindamycine						
14079	clindamycine injvlst 150mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										clindamycine						
14079	clindamycine injvlst 150mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										clindamycine						
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	im		ICC			0								NaCl;gluc5;gluc10										clonazepam						
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	im		PICU			0								NaCl;gluc5;gluc10										clonazepam						
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	im		NICU			0								NaCl;gluc5;gluc10										clonazepam						
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	iv		ICC			0								NaCl;gluc5;gluc10										clonazepam						
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	iv		PICU			0								NaCl;gluc5;gluc10										clonazepam						
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	iv		NICU			0								NaCl;gluc5;gluc10										clonazepam						
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										clonidine						
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										clonidine						
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										clonidine						
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										clonidine						
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										clonidine						
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										clonidine						
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										coffeine						
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										coffeine						
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										coffeine						
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										coffeine						
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										coffeine						
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										coffeine						
139882	colistine infusiepoeder 1.000.000ie	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										colistine						
139882	colistine infusiepoeder 1.000.000ie	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										colistine						
139882	colistine infusiepoeder 1.000.000ie	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										colistine						
85278	corticoreline pdr v injvlst 100ug	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										corticoreline						
85278	corticoreline pdr v injvlst 100ug	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										corticoreline						
85278	corticoreline pdr v injvlst 100ug	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										corticoreline						
3387	cotrimoxazol  96 infopl conc 16/80mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										trimethoprim						
