GPK;ATC;HoofdGroep;SubGroep;Generiek;Product;Etiket;Vorm;Route;Sterkte;Eenheid;StandDose;DoseEenheid;Indicaties;InFormDb
53856;J01CR02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;AMOXICILLINE/CLAVULAANZUUR;AMOXICILLINE 1000 MG (+ CLAV 200MG)PINJ;AMOX/CLAV 1000/200MG INJPDR;poeder voor injectievloeistof;iv;1.000.00;mg/stuk;1.000.00;mg;Infecties||Chirurgische profylaxe bij ingrepen < 1 uur||Chirurgische profylaxe bij ingrepen > 1 uur;53856
53821;J01CR02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;AMOXICILLINE/CLAVULAANZUUR;AMOXICILLINE 1000 MG (+ CLAV 100MG)PINJ;AMOX/CLAV 1000/100MG INJPDR;poeder voor injectievloeistof;iv;1.000.00;mg/stuk;1.000.00;mg;Infecties||Chirurgische profylaxe bij ingrepen < 1 uur||Chirurgische profylaxe bij ingrepen > 1 uur;53821
53864;J01CR02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;AMOXICILLINE/CLAVULAANZUUR;AMOXICILLINE 2000 MG (+ CLAV 200MG)PINJ;AMOX/CLAV 2000/200MG INFPDR;poeder voor oplossing voor infusie;iv;2.000.00;mg/stuk;2.000.00;mg;Infecties||Chirurgische profylaxe bij ingrepen < 1 uur||Chirurgische profylaxe bij ingrepen > 1 uur;53864
43095;J01CR02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;AMOXICILLINE/CLAVULAANZUUR;AMOXICILLINE 25 MG/ML (+CLAV 6.25MG/ML);AMOX/CLAV 25/6,25MG/ML SUSP;suspensie voor oraal gebruik;or;25.00;mg/ml;25.00;mg;Infecties||Chirurgische profylaxe bij ingrepen < 1 uur||Chirurgische profylaxe bij ingrepen > 1 uur;43095
54798;J01CR02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;AMOXICILLINE/CLAVULAANZUUR;AMOXICILLINE 50 MG/ML (+ CLAV 12.5 MG/ML) SUSP 100 ML;AMOX/CLAV 50/12,5MG/ML SUSP;suspensie voor oraal gebruik;or;50.00;mg/ml;50.00;mg;Infecties||Chirurgische profylaxe bij ingrepen < 1 uur||Chirurgische profylaxe bij ingrepen > 1 uur;54798
43079;J01CR02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;AMOXICILLINE/CLAVULAANZUUR;AUGMENTIN 500 MG (+ CLAV 125MG) TABLET;AMOX/CLAV 500/125MG TABLET;tablet;or;500.00;mg/stuk;500.00;mg;Infecties||Chirurgische profylaxe bij ingrepen < 1 uur||Chirurgische profylaxe bij ingrepen > 1 uur;43079
117579;J01CR02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;AMOXICILLINE/CLAVULAANZUUR;AMOXICILLINE 875 MG (+ CLAV 125 MG) TABLET;AMOX/CLAV 875/125MG TABLET;tablet;or;875.00;mg/stuk;875.00;mg;Infecties||Chirurgische profylaxe bij ingrepen < 1 uur||Chirurgische profylaxe bij ingrepen > 1 uur;117579
123242;A09AA02;DIGESTIVA, INCLUSIEF ENZYMEN;DIGESTIVA, INCLUSIEF ENZYMEN;AMYLASE/LIPASE/PROTEASE;CREON 20 GRAM MSR GRANULAAT;AMYL/LIP/PROTE(CREON/KREON);maagsapresistent granulaat;or;36.000.00;FIP/gr;36.000.00;FIP;Exocriene pancreasinsufficientie: Pancreatine 6NF poeder||Exocriene pancreasinsufficientie: Creon||Exocriene pancreasinsufficientie: Creon Forte||Exocriene pancreasinsufficientie: Panzytrat||Exocriene pancreasinsufficientie: Panzytrat LD||Oplossen meconium||Exocriene pancreasinsufficientie: Creon granulaat;123242
138452;A09AA02;DIGESTIVA, INCLUSIEF ENZYMEN;DIGESTIVA, INCLUSIEF ENZYMEN;AMYLASE/LIPASE/PROTEASE;CREON 150 MG CAPSULE MSR;AMY/LIP/PROT (CREON);maagsapresistente capsule;or;8.000.00;FIP/stuk;8.000.00;FIP;Exocriene pancreasinsufficientie: Pancreatine 6NF poeder||Exocriene pancreasinsufficientie: Creon||Exocriene pancreasinsufficientie: Creon Forte||Exocriene pancreasinsufficientie: Panzytrat||Exocriene pancreasinsufficientie: Panzytrat LD||Oplossen meconium||Exocriene pancreasinsufficientie: Creon granulaat;138452
138436;A09AA02;DIGESTIVA, INCLUSIEF ENZYMEN;DIGESTIVA, INCLUSIEF ENZYMEN;AMYLASE/LIPASE/PROTEASE;CREON FORTE 300MG CAPS MSR;AMY/LIP/PROT (CREON F/GENER;maagsapresistente capsule;or;18.000.00;FIP/stuk;18.000.00;FIP;Exocriene pancreasinsufficientie: Pancreatine 6NF poeder||Exocriene pancreasinsufficientie: Creon||Exocriene pancreasinsufficientie: Creon Forte||Exocriene pancreasinsufficientie: Panzytrat||Exocriene pancreasinsufficientie: Panzytrat LD||Oplossen meconium||Exocriene pancreasinsufficientie: Creon granulaat;138436
138460;A09AA02;DIGESTIVA, INCLUSIEF ENZYMEN;DIGESTIVA, INCLUSIEF ENZYMEN;AMYLASE/LIPASE/PROTEASE;PANCREASE HL CAPSULE MSR;AMY/LIP/PROT (PANCRHL,PANZ);maagsapresistente capsule;or;22.500.00;FIP/stuk;22.500.00;FIP;Exocriene pancreasinsufficientie: Pancreatine 6NF poeder||Exocriene pancreasinsufficientie: Creon||Exocriene pancreasinsufficientie: Creon Forte||Exocriene pancreasinsufficientie: Panzytrat||Exocriene pancreasinsufficientie: Panzytrat LD||Oplossen meconium||Exocriene pancreasinsufficientie: Creon granulaat;138460
138444;A09AA02;DIGESTIVA, INCLUSIEF ENZYMEN;DIGESTIVA, INCLUSIEF ENZYMEN;AMYLASE/LIPASE/PROTEASE;CREON XTRA FORTE 400 MG MGA CAPSULE (RETARD);AMY/LIP/PROT (CREON XTRA F);maagsapresistente capsule;or;25.000.00;FIP/stuk;25.000.00;FIP;Exocriene pancreasinsufficientie: Pancreatine 6NF poeder||Exocriene pancreasinsufficientie: Creon||Exocriene pancreasinsufficientie: Creon Forte||Exocriene pancreasinsufficientie: Panzytrat||Exocriene pancreasinsufficientie: Panzytrat LD||Oplossen meconium||Exocriene pancreasinsufficientie: Creon granulaat;138444
116270;L04AC03;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;ANAKINRA;KINERET 100 MG INJVLST 150 MG/ML WWSP 0,67 ML;ANAKINRA 150MG/ML INJVLST;injectievloeistof;sc;150.00;mg/ml;150.00;mg;Cryopyrine geassocieerde periodieke koortssyndromen (CAPS), systemische Juveniele Idiopathische Artritis (sJIA), overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie: ;116270
122297;A04AD12;ANTI-EMETICA;ANTI-EMETICA;APREPITANT;EMEND 80 MG CAPSULE;APREPITANT 80MG CAPSULE;capsule;or;80.00;mg/stuk;80.00;mg;Preventie van misselijkheid en braken bij chemotherapie;122297
122300;A04AD12;ANTI-EMETICA;ANTI-EMETICA;APREPITANT;EMEND 125 MG CAPSULE;APREPITANT 125MG CAPSULE;capsule;or;125.00;mg/stuk;125.00;mg;Preventie van misselijkheid en braken bij chemotherapie;122300
162965;A04AD12;ANTI-EMETICA;ANTI-EMETICA;APREPITANT;EMEND POEDER VOOR SUSPENSIE 125MG IN SACHET;APREPITANT 125MG PDR V SUSP;poeder voor orale suspensie;or;125.00;mg/stuk;125.00;mg;Preventie van misselijkheid en braken bij chemotherapie;162965
129143;N05AX12;PSYCHOLEPTICA;ANTIPSYCHOTICA;ARIPIPRAZOL;ABILIFY 7,5MG/ML INJVLST FLACON 1,3ML;ARIPIPRAZOL 7,5MG/ML INJVLS;injectievloeistof;im;7.50;mg/ml;7.50;mg;"Tics, gedragsstoornissen en autisme||Psychose; Manische episodes bij Bipolaire stoornis type I";129143
147605;N05AX12;PSYCHOLEPTICA;ANTIPSYCHOTICA;ARIPIPRAZOL;ABILIFY MAINTENA MVA 400MG INJPDR +SOLV 2ML;ARIPIPRAZOL 400MG INJPDR;poeder voor suspensie voor injectie;im;400.00;mg/stuk;400.00;mg;"Tics, gedragsstoornissen en autisme||Psychose; Manische episodes bij Bipolaire stoornis type I";147605
144118;N05AX12;PSYCHOLEPTICA;ANTIPSYCHOTICA;ARIPIPRAZOL;ARIPIPRAZOL 1 MG TABLET;ARIPIPRAZOL 1MG TABLET;tablet;or;1.00;mg/stuk;1.00;mg;"Tics, gedragsstoornissen en autisme||Psychose; Manische episodes bij Bipolaire stoornis type I";144118
144126;N05AX12;PSYCHOLEPTICA;ANTIPSYCHOTICA;ARIPIPRAZOL;ARIPIPRAZOL 2,5 MG TABLET;ARIPIPRAZOL 2,5MG TABLET;tablet;or;2.50;mg/stuk;2.50;mg;"Tics, gedragsstoornissen en autisme||Psychose; Manische episodes bij Bipolaire stoornis type I";144126
121894;N05AX12;PSYCHOLEPTICA;ANTIPSYCHOTICA;ARIPIPRAZOL;ABILIFY 10 MG TABLET;ARIPIPRAZOL 10MG TABLET;tablet;or;10.00;mg/stuk;10.00;mg;"Tics, gedragsstoornissen en autisme||Psychose; Manische episodes bij Bipolaire stoornis type I";121894
121908;N05AX12;PSYCHOLEPTICA;ANTIPSYCHOTICA;ARIPIPRAZOL;ABILIFY 15 MG TABLET;ARIPIPRAZOL 15MG TABLET;tablet;or;15.00;mg/stuk;15.00;mg;"Tics, gedragsstoornissen en autisme||Psychose; Manische episodes bij Bipolaire stoornis type I";121908
112933;P01BF01;ANTIPROTOZOICA;MALARIAMIDDELEN;ARTEMETHER/LUMEFANTRINE;RIAMET 20/120 MG TABLET;ARTEMET/LUMEFANTRI 20/120MG;tablet;or;20.00;mg/stuk;10.00;mg;Behandeling malaria;112933
28401;A11GA01;VITAMINEN;ASCORBINEZUUR, INCLUSIEF COMBINATIEPREPARATEN;ASCORBINEZUUR;ASCORBINEZUUR 100 MG/ML AMPUL 5ML;ASCORBINEZUUR 100MG/ML INJV;injectievloeistof;im||iv;100.00;mg/ml;100.00;mg;Deficientie||Profylaxe;28401
22659;A11GA01;VITAMINEN;ASCORBINEZUUR, INCLUSIEF COMBINATIEPREPARATEN;ASCORBINEZUUR;VITAMINE C (ASCORBINEZUUR) 500 MG TABLET;ASCORBINEZUUR 500MG TABLET;tablet;or;500.00;mg/stuk;250.00;mg;Deficientie||Profylaxe;22659
127248;A06AD65;MIDDELEN BIJ OBSTIPATIE;MIDDELEN BIJ OBSTIPATIE;MACROGOL/ZOUTEN;MOVIPREP POEDER VOOR DRANK ZAK A+B 4ST;MACROGOL/ZOUT PDR MOVIPREP;poeder voor drank;or;4.70;gr/stuk;4.70;gr;Obstipatie||Faecale impactie||Colonlavage (Klean-prep);127248
105597;L01XX02;ONCOLYTICA;OVERIGE ONCOLYTICA;ASPARAGINASE;ERWINASE 10.000IE POEDER VOOR INJECTIE;ASPARAGINASE 10.000IE ERWIN;poeder voor injectievloeistof;im||iv||sc;10.000.00;IE/stuk;10.000.00;IE;Oncologische aandoeningen;105597
121142;J05AE08;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;ATAZANAVIR;REYATAZ 150 MG CAPSULE;ATAZANAVIR 150MG CAPSULE;capsule;or;150.00;mg/stuk;150.00;mg;HIV;121142
121150;J05AE08;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;ATAZANAVIR;REYATAZ 200 MG CAPSULE;ATAZANAVIR 200MG CAPSULE;capsule;or;200.00;mg/stuk;200.00;mg;HIV;121150
129348;J05AE08;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;ATAZANAVIR;REYATAZ 300 MG CAPSULE;ATAZANAVIR 300MG CAPSULE;capsule;or;300.00;mg/stuk;300.00;mg;HIV;129348
150568;C07AB03;BETA-BLOKKERS;BETA-BLOKKERS;ATENOLOL;ATENOLOL 1 MG/ML DRANK 100 ML;ATENOLOL 1MG/ML DRANK;drank;or;1.00;mg/ml;1.00;mg;Hypertensie, supraventriculaire aritmieën, Marfan syndroom||Hemangiomen;150568
83712;C07AB03;BETA-BLOKKERS;BETA-BLOKKERS;ATENOLOL;ATENOLOL 25 MG TABLET;ATENOLOL 25MG TABLET;tablet;or;25.00;mg/stuk;25.00;mg;Hypertensie, supraventriculaire aritmieën, Marfan syndroom||Hemangiomen;83712
38652;C07AB03;BETA-BLOKKERS;BETA-BLOKKERS;ATENOLOL;ATENOLOL 50 MG TABLET;ATENOLOL 50MG TABLET;tablet;or;50.00;mg/stuk;25.00;mg;Hypertensie, supraventriculaire aritmieën, Marfan syndroom||Hemangiomen;38652
10936;C07AB03;BETA-BLOKKERS;BETA-BLOKKERS;ATENOLOL;ATENOLOL 100 MG TABLET;ATENOLOL 100MG TABLET;tablet;or;100.00;mg/stuk;50.00;mg;Hypertensie, supraventriculaire aritmieën, Marfan syndroom||Hemangiomen;10936
122874;N06BA09;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;ATOMOXETINE;STRATTERA 10 MG CAPSULE;ATOMOXETINE 10MG CAPSULE;capsule;or;10.00;mg/stuk;10.00;mg;ADHD;122874
122882;N06BA09;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;ATOMOXETINE;STRATTERA 18 MG CAPSULE;ATOMOXETINE 18MG CAPSULE;capsule;or;18.00;mg/stuk;18.00;mg;ADHD;122882
122890;N06BA09;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;ATOMOXETINE;STRATTERA 25 MG CAPSULE;ATOMOXETINE 25MG CAPSULE;capsule;or;25.00;mg/stuk;25.00;mg;ADHD;122890
122904;N06BA09;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;ATOMOXETINE;STRATTERA 40 MG CAPSULE;ATOMOXETINE 40MG CAPSULE;capsule;or;40.00;mg/stuk;40.00;mg;ADHD;122904
122912;N06BA09;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;ATOMOXETINE;STRATTERA 60 MG CAPSULE;ATOMOXETINE 60MG CAPSULE;capsule;or;60.00;mg/stuk;60.00;mg;ADHD;122912
137197;C10AA05;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;ATORVASTATINE;ATORVASTATINE 10 MG TABLET OMHULD;ATORVASTATINE 10MG TABLET;tablet;or;10.00;mg/stuk;10.00;mg;Homozychote familiaire hypercholesterolemie;137197
137200;C10AA05;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;ATORVASTATINE;ATORVASTATINE 20 MG TABLET OMHULD;ATORVASTATINE 20MG TABLET;tablet;or;20.00;mg/stuk;20.00;mg;Homozychote familiaire hypercholesterolemie;137200
137219;C10AA05;ANTILIPAEMICA;ANTILIPAEMICA, ENKELVOUDIG;ATORVASTATINE;ATORVASTATINE 40 MG TABLET OMHULD;ATORVASTATINE 40MG TABLET;tablet;or;40.00;mg/stuk;40.00;mg;Homozychote familiaire hypercholesterolemie;137219
100935;P01AX06;ANTIPROTOZOICA;AMOEBIASISMIDDELEN EN ANDERE ANTIPROTOZOICA;ATOVAQUON;WELLVONE 150 MG/ML SUSPENSIE;ATOVAQUON 150MG/ML SUSP;suspensie voor oraal gebruik;or;150.00;mg/ml;150.00;mg;Profylaxe Pneumocystis Jiroveci Pneumonie (PCP);100935
53120;M03AC04;SPIERRELAXANTIA;PERIFEER WERKENDE SPIERRELAXANTIA;ATRACURIUM;TRACRIUM 10MG/ML AMPUL 2.5ML;ATRACURIUM 10MG/ML INJVLST;injectievloeistof;iv;10.00;mg/ml;10.00;mg;Verslapping van skeletspieren;53120
92762;A03BA01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;BELLADONNA EN DERIVATEN;ATROPINE;ATROPINESULFAAT 0,1 MG/ML DRANK 100 ML;ATROPINE 0,1MG/ML DRANK;drank;or;0.10;mg/ml;0.10;mg;Premedicatie||Spasmolyticum||Sinusbradycardie||Antagoneren organische fosfaatverbindingen||Antagoneren parasympathicomimetica||Gastro-/bronchoscopieen;92762
28487;A03BA01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;BELLADONNA EN DERIVATEN;ATROPINE;ATROPINE SULFAAT 0.5 MG/ML AMPUL 1 ML;ATROPINE 0,5MG/ML INJVLST;injectievloeistof;im||iv||sc||trachpulm;0.50;mg/ml;0.50;mg;Premedicatie||Spasmolyticum||Sinusbradycardie||Antagoneren organische fosfaatverbindingen||Antagoneren parasympathicomimetica||Gastro-/bronchoscopieen;28487
41033;S01FA01;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;MYDRIATICA EN CYCLOPLEGICA;ATROPINE;ATROPINE 0,5 % OOGDRUPPELS 10 ML;ATROPINE 5MG/ML OOGDRUPPELS;oogdruppels;oog;5.00;mg/ml;5.00;mg;Mydriaticum, cycloplegicum||Acute fase van uveïtis||Ernstige myopie;41033
31224;S01FA01;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;MYDRIATICA EN CYCLOPLEGICA;ATROPINE;ATROPINE SULFAAT 1 % MINIMS 0.5 ML;ATROPINE 10MG/ML OOGDRUPPEL;oogdruppels;oog;10.00;mg/ml;10.00;mg;Mydriaticum, cycloplegicum||Acute fase van uveïtis||Ernstige myopie;31224
22810;A03BA01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;BELLADONNA EN DERIVATEN;ATROPINE;ATROPINESULFAAT 0,25 MG TABLET;ATROPINE 0,25MG TABL;tablet;or;0.25;mg/stuk;0.25;mg;Premedicatie||Spasmolyticum||Sinusbradycardie||Antagoneren organische fosfaatverbindingen||Antagoneren parasympathicomimetica||Gastro-/bronchoscopieen;22810
69167;L04AX01;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;AZATHIOPRINE;IMUREK 50 MG POEDER VOOR INJECT;AZATHIOPRINE 50MG INJPDR;poeder voor injectievloeistof;iv;50.00;mg/stuk;50.00;mg;Auto-immuun ziekten||Profylaxe transplantaatafstoting;69167
72117;L04AX01;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;AZATHIOPRINE;IMURAN 25 MG TABLET;AZATHIOPRINE 25MG TABLET;tablet;or;25.00;mg/stuk;25.00;mg;Auto-immuun ziekten||Profylaxe transplantaatafstoting;72117
16292;L04AX01;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;AZATHIOPRINE;AZATHIOPRINE 50 MG TABLET;AZATHIOPRINE 50MG TABLET;tablet;or;50.00;mg/stuk;25.00;mg;Auto-immuun ziekten||Profylaxe transplantaatafstoting;16292
96717;R01AC03;MIDDELEN VOOR NASAAL GEBRUIK;DECONGESTIVA EN ANDERE LOKALE MIDDELEN VOOR NASAAL GEBRUIK;AZELASTINE;ALLERGODIL NEVEL 1 MG/ML NEUSSPRAY 10 ML;AZELASTINE 1MG/ML NEUSSPRAY;neusspray;nasaal;1.00;mg/ml;1.00;mg;Allergische rhinitis||Niet-allergische rhinitis;96717
105821;S01GX07;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;DECONGESTIVA EN ALLERGIEMIDDELEN;AZELASTINE;ALLERGODIL 0,5 MG/ML OOGDRUPPELS 6 ML;AZELASTINE 0,5MG/ML OOGDRUP;oogdruppels;oog;0.50;mg/ml;0.50;mg;Seizoengebonden allergische conjunctivitis||Niet seizoengebonden allergische conjunctivitis;105821
96288;S02CA04;MIDDELEN VOOR OORHEELKUNDIG GEBRUIK;CORTICOSTEROIDEN MET ANTIMICROBIELE MIDDELEN;AZIJNZUUR/TRIAMCINOLONACETONIDE;TRIAMCINOLONACETONIDE 0,1% IN ZURE OORDRUPPELS 10 ML;AZIJN/TRIAM 7,2/1MG/G OORDR;oordruppels;oor;7.20;mg/gr;7.20;mg;Natte acute otitis externa met hevige jeuk.;96288
149314;S01AA26;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;ANTIMICROBIELE MIDDELEN;AZITROMYCINE;AZYTER 15 MG/G SINGLE DOSE OOGDRUPPELS 0,25 G;AZITROMYCINE 15MG/G OOGDRUP;oogdruppels;oog;15.00;mg/gr;15.00;mg;Bacteriele conjunctivitis;149314
149276;J01FA10;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN;AZITROMYCINE;ZITHROMAX 40 MG/ML PDR V SUSPENSIE;AZITROMYCINE 40MG/ML SUSP O;suspensie voor oraal gebruik;or;40.00;mg/ml;40.00;mg;Infecties||Onderhoudstherapie infectie met P. Aeruginosa bij cystic fibrosis||Vroege gelokaliseerde lymeziekte (erythema migrans of lymfocytoom) ||Profylaxe na een tekenbeet||Streptokokken faryngitis||Chlamydia trachomatis ;149276
149241;J01FA10;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN;AZITROMYCINE;ZITHROMAX 250 MG TABLET;AZITROMYCINE 250MG TABLET;tablet;or;250.00;mg/stuk;250.00;mg;Infecties||Onderhoudstherapie infectie met P. Aeruginosa bij cystic fibrosis||Vroege gelokaliseerde lymeziekte (erythema migrans of lymfocytoom) ||Profylaxe na een tekenbeet||Streptokokken faryngitis||Chlamydia trachomatis ;149241
149268;J01FA10;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN;AZITROMYCINE;AZITROMYCINE 500 MG TABLET;AZITROMYCINE 500MG TABLET;tablet;or;500.00;mg/stuk;250.00;mg;Infecties||Onderhoudstherapie infectie met P. Aeruginosa bij cystic fibrosis||Vroege gelokaliseerde lymeziekte (erythema migrans of lymfocytoom) ||Profylaxe na een tekenbeet||Streptokokken faryngitis||Chlamydia trachomatis ;149268
136239;J01DF01;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;OVERIGE BETALACTAM-ANTIBIOTICA;AZTREONAM;CAYSTON 75 MG PDR V VERNEVELOPLOSSING+SOLVENS 1 ML;AZTREONAM 75MG PDR V VERNEV;poeder voor vernevelvloeistof;inh;75.00;mg/stuk;75.00;mg;Suppressieve behandeling van chronische longinfecties veroorzaakt door Pseudomonas aeruginosa bij CF;136239
143340;M03BX01;SPIERRELAXANTIA;CENTRAAL WERKENDE SPIERRELAXANTIA;BACLOFEN;BACLOFEN 1MG/ML DRANK;BACLOFEN 1MG/ML DRANK;drank;or;1.00;mg/ml;1.00;mg;Spierspasmen;143340
40274;M03BX01;SPIERRELAXANTIA;CENTRAAL WERKENDE SPIERRELAXANTIA;BACLOFEN;LIORESAL 5 MG TABLET;BACLOFEN 5MG TABLET;tablet;or;5.00;mg/stuk;2.50;mg;Spierspasmen;40274
9350;M03BX01;SPIERRELAXANTIA;CENTRAAL WERKENDE SPIERRELAXANTIA;BACLOFEN;BACLOFEN 10 MG TABLET;BACLOFEN 10MG TABLET;tablet;or;10.00;mg/stuk;5.00;mg;Spierspasmen;9350
17035;M03BX01;SPIERRELAXANTIA;CENTRAAL WERKENDE SPIERRELAXANTIA;BACLOFEN;BACLOFEN 25 MG TABLET;BACLOFEN 25MG TABLET;tablet;or;25.00;mg/stuk;12.50;mg;Spierspasmen;17035
10162;R03BA01;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE;BECLOMETASON;QVAR   50 EFA AEROSOL 200 DOSES;BECLOMETASON 50UG/DO AEROSO;aerosol;inh;50.00;mcg/dose;50.00;mcg;Astma, verminderen bronchiale hyperreactiviteit;10162
73393;R03BA01;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE;BECLOMETASON;BECLOMETASON 100  MICROG/DOSIS AEROSOL 200 DOSES;BECLOMETASON100UG/DO AEROSO;aerosol;inh;100.00;mcg/dose;100.00;mcg;Astma, verminderen bronchiale hyperreactiviteit;73393
41114;R03BA01;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE;BECLOMETASON;BECLOMETASON 200 MICROG CYCLOCAPS;BECLOMETASON 200UG INHACAPS;inhalatiepoeder;inh;200.00;mcg/stuk;200.00;mcg;Astma, verminderen bronchiale hyperreactiviteit;41114
66265;R03BA01;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR INHALATIE;BECLOMETASON;BECLOMETASON 400 MICROG CYCLOCAPS;BECLOMETASON 400UG INHACAPS;inhalatiepoeder;inh;400.00;mcg/stuk;400.00;mcg;Astma, verminderen bronchiale hyperreactiviteit;66265
10332;R01AD01;MIDDELEN VOOR NASAAL GEBRUIK;DECONGESTIVA EN ANDERE LOKALE MIDDELEN VOOR NASAAL GEBRUIK;BECLOMETASON;BECLOMETASON NEVEL 50MCG/DOSIS;BECLOMETASON 50UG/DO NEUSSP;neusspray;nasaal;50.00;mcg/dose;50.00;mcg;Allergische rhinitis;10332
18708;D10AE01;ACNEPREPARATEN;ACNEPREPARATEN, LOKALE;BENZOYLPEROXIDE;BENZAC 50MG/G GEL 40 G;BENZOYLPEROXIDE 50MG/ML GEL;gel;cutaan;50.00;mg/ml;50.00;mg;Acne vulgaris met comedonen en ontstekingsverschijnselen;18708
18872;J01CE01;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;BENZYLPENICILLINE;PENICILLINE G NA  1 MILJ IE (MIE) INJPDR;BENZYLPENICILLINE-NA 1ME IN;poeder voor injectievloeistof;im||iv;1.00;IE/stuk;1.00;IE;Infecties, sepsis||Meningitis||Vroege neuroborreliose ||Lyme meningitis||Congenitale syfilis;18872
18880;J01CE01;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;BENZYLPENICILLINE;PENICILLINE G NA 10 MILJ E (MIE) INJPDR (INFECTOCILLIN);BENZYLPENICILLINE-NA 10ME;poeder voor injectievloeistof;im||iv;10.00;IE/stuk;10.00;IE;Infecties, sepsis||Meningitis||Vroege neuroborreliose ||Lyme meningitis||Congenitale syfilis;18880
162868;J01CE08;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;BETALACTAM-ANTIBIOTICA, PENICILLINES;BENZYLPENICILLINE;BENZATHINEBENZYLPENICILLINE 1,2 ME INJECTIEPOEDER + 5 ML SOLVENS;BENZYLPENICILLINE 1200000IE;poeder voor suspensie voor injectie;im;1.200.000.00;IE/stuk;1.200.000.00;IE;Infectie groep A hemolytische streptokokken (GABHS), pneumonie op basis van S. pneumoniae||Profylaxe infectie GABHS||Congenitale syfilis;162868
